case_id,dni,edad,provincia,antiguedad_domicilio_meses,situacion_laboral,antiguedad_laboral_meses,ingresos_mensuales,score_crediticio,deuda_total,cantidad_deudas,cheques_rechazados,tipo_siniestro,frecuencia_siniestros_ultimo_anio,monto_reclamado,repite_domicilio,repite_telefono,cambio_aseguradora_frecuente,denuncia_tardia,siniestro_cerca_vencimiento,testigo_repetido,inconsistencia_ingresos_vs_deuda,inconsistencia_laboral,datos_incompletos,mes_siniestro,trimestre_siniestro,dia_semana_siniestro,fin_de_semana_siniestro,requiere_revision,nivel_riesgo,fraude,split
CASE-00402,22300775,34,mendoza,34,desempleado,6,83313,643,124935,3,0,comercio,2,147909,0,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00312,43134938,51,caba,9,empleado,65,132041,788,440991,1,0,comercio,2,282306,0,0,0,0,0,0,1,0,0,1,1,2,0,0,bajo,0,train_balanced
CASE-00608,40780417,61,tucuman,88,monotributista,16,179715,583,301555,1,1,hogar,2,336882,1,0,0,0,0,0,0,0,0,11,4,5,1,0,bajo,0,train_balanced
CASE-00202,27907288,40,caba,32,monotributista,17,162212,567,182532,1,2,comercio,0,193623,0,0,0,0,0,0,0,0,0,10,4,2,0,0,bajo,0,train_balanced
CASE-00504,43067629,25,mendoza,32,empleado,43,261578,504,343428,4,2,hogar,1,134615,0,0,0,0,0,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00677,39664726,49,salta,46,empleado,40,118947,652,0,2,1,comercio,1,179804,0,0,0,1,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00771,41131026,18,buenos aires,43,empleado,52,358101,522,640125,0,0,robo,1,272092,1,0,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00977,31173371,40,neuquen,72,desempleado,2,25000,496,38624,1,0,auto,0,139767,0,0,1,0,0,0,0,0,0,1,1,1,0,0,bajo,0,train_balanced
CASE-00601,43829099,40,santa fe,71,autonomo,49,53463,620,10520,1,1,lesiones,0,131467,0,0,0,0,1,0,0,0,0,12,4,3,0,0,bajo,0,train_balanced
CASE-00613,28271914,18,cordoba,58,monotributista,25,166035,677,161478,1,0,comercio,1,94282,0,0,0,0,1,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00235,39286179,43,caba,87,desempleado,5,25000,563,0,0,0,lesiones,0,262129,0,0,0,0,0,0,0,0,0,7,3,3,0,0,bajo,0,train_balanced
CASE-00995,42549316,45,tucuman,10,empleado,90,297628,682,547313,0,0,hogar,0,201753,0,0,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00813,20801176,50,neuquen,61,empleado,72,257036,689,0,3,0,robo,0,86120,0,0,0,0,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00439,44474184,51,salta,35,empleado,48,153431,771,62302,2,0,auto,2,194137,0,0,0,0,0,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00380,32064163,52,buenos aires,40,autonomo,47,315307,423,0,1,0,comercio,1,154247,0,0,0,0,0,0,0,0,0,5,2,6,1,0,bajo,0,train_balanced
CASE-00271,21378148,18,salta,43,empleado,82,428826,848,130643,1,1,comercio,0,108938,0,0,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00775,32987319,51,neuquen,23,monotributista,13,113817,817,247023,5,2,hogar,4,457768,0,0,0,0,0,0,0,0,0,8,3,2,0,0,bajo,0,train_balanced
CASE-00720,23406936,48,salta,129,autonomo,23,338192,549,35354,4,1,robo,1,254204,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00362,37836504,20,neuquen,12,monotributista,25,112080,496,189224,1,2,auto,2,249229,0,0,0,1,0,0,0,0,0,11,4,2,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00388,41320727,33,neuquen,12,empleado,79,136149,573,272895,1,0,robo,1,703308,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00645,38821433,41,salta,30,empleado,54,322218,765,0,2,0,lesiones,1,439506,0,0,0,0,0,0,0,0,0,2,1,4,0,0,bajo,0,train_balanced
CASE-00153,46183321,53,neuquen,42,empleado,48,382615,848,474834,1,0,comercio,0,368495,0,0,0,1,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00141,35700526,25,santa fe,55,empleado,5,233917,816,180082,2,0,robo,1,513577,0,0,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00215,22657303,50,tucuman,33,autonomo,29,105764,665,58465,1,0,lesiones,1,88483,0,0,0,0,0,0,0,0,0,5,2,4,0,0,bajo,0,train_balanced
CASE-00114,42096944,46,santa fe,56,monotributista,53,33992,619,30082,0,2,auto,0,489833,0,0,0,0,0,0,0,0,1,10,4,5,1,1,medio,0,train_balanced
CASE-00611,46131508,37,caba,68,empleado,40,117095,686,196683,2,2,lesiones,0,127830,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00507,31962723,38,salta,53,empleado,38,184022,796,214272,0,1,comercio,1,382976,0,0,0,0,0,0,0,0,0,1,1,2,0,0,bajo,0,train_balanced
CASE-00191,43827521,37,mendoza,81,empleado,31,291322,513,518337,0,1,hogar,0,206965,0,0,0,0,0,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00027,29803005,44,santa fe,30,monotributista,3,202884,615,374618,2,1,auto,0,38288,0,0,0,0,0,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00916,32802163,61,caba,21,empleado,58,285911,850,316907,0,2,robo,1,150677,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00468,44828186,53,neuquen,85,monotributista,19,151674,525,136937,2,1,auto,0,210099,0,0,0,0,0,0,0,0,0,5,2,0,0,0,bajo,0,train_balanced
CASE-01000,20130134,19,santa fe,138,autonomo,15,324332,680,156678,1,0,hogar,0,457499,0,0,0,0,0,0,0,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00142,28443353,29,santa fe,76,empleado,68,270610,739,708889,3,0,robo,1,86302,0,0,0,0,0,0,1,0,0,12,4,5,1,0,bajo,0,train_balanced
CASE-00867,33329977,38,tucuman,25,autonomo,16,325861,709,343928,2,1,comercio,1,120974,1,0,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00672,34609627,63,tucuman,35,empleado,63,153347,617,0,0,0,hogar,0,81617,0,0,0,0,1,0,0,0,1,7,3,5,1,1,medio,0,train_balanced
CASE-00855,33195269,22,caba,36,monotributista,28,148057,681,229945,2,0,robo,0,163215,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00430,34442263,43,neuquen,57,empleado,20,81236,691,0,0,0,lesiones,2,57536,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00069,30916027,53,caba,10,empleado,18,124297,655,0,2,0,robo,2,157351,0,0,0,0,0,0,0,0,0,1,1,2,0,0,bajo,0,train_balanced
CASE-00863,44249160,57,tucuman,32,empleado,20,139298,518,172970,4,1,robo,2,391480,0,0,0,0,0,0,0,0,0,5,2,0,0,0,bajo,0,train_balanced
CASE-00393,36786506,49,santa fe,93,autonomo,35,333717,741,788515,0,1,lesiones,1,255480,0,0,0,0,0,0,0,0,0,8,3,1,0,0,bajo,0,train_balanced
CASE-00670,45321670,47,mendoza,31,empleado,46,80402,574,125986,2,0,auto,0,210203,0,0,0,1,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00227,38545623,38,neuquen,38,monotributista,23,69244,645,106051,1,0,hogar,0,299830,0,0,1,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00928,27205449,35,salta,24,empleado,64,270201,584,314640,0,1,comercio,1,157634,0,0,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00873,25863564,29,cordoba,23,autonomo,15,211421,523,387312,3,3,comercio,0,136300,0,0,0,0,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00022,28083123,29,neuquen,115,autonomo,27,329414,584,672262,1,0,comercio,1,76708,0,0,0,0,0,0,0,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00560,41486201,52,tucuman,69,empleado,50,207309,458,502443,2,1,auto,0,396210,0,0,0,0,0,0,0,0,0,11,4,2,0,0,bajo,0,train_balanced
CASE-00499,36572175,18,mendoza,25,monotributista,17,213491,449,174123,3,0,comercio,1,211527,0,0,0,0,1,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00365,30892542,45,neuquen,26,empleado,59,60184,663,76662,3,0,lesiones,1,355067,0,0,0,0,0,0,0,0,0,3,1,1,0,0,bajo,0,train_balanced
CASE-00935,38050687,35,buenos aires,27,monotributista,13,25000,574,4568,2,2,auto,1,199870,0,0,0,0,0,0,0,0,1,4,2,5,1,1,medio,0,train_balanced
CASE-00664,29942634,18,salta,51,empleado,56,125239,626,244714,0,0,auto,0,138031,0,1,0,0,0,0,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00522,35981049,33,caba,66,desempleado,2,140591,854,156648,1,0,robo,1,123138,0,0,1,0,0,0,0,0,0,3,1,3,0,0,bajo,0,train_balanced
CASE-00184,46365223,43,cordoba,51,empleado,39,169597,638,155323,1,0,robo,0,459170,0,0,0,0,0,0,0,0,0,10,4,5,1,0,bajo,0,train_balanced
CASE-00644,44112942,47,mendoza,70,monotributista,29,280428,716,0,0,0,lesiones,4,177373,0,0,1,1,0,0,0,0,0,5,2,2,0,0,bajo,0,train_balanced
CASE-00901,25540190,40,buenos aires,52,empleado,32,180643,708,199205,3,0,lesiones,0,86704,0,0,0,0,0,0,0,0,1,3,1,0,0,1,medio,0,train_balanced
CASE-00699,43703929,43,neuquen,83,monotributista,2,194653,724,500517,4,0,lesiones,0,301990,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00149,44428177,30,mendoza,60,empleado,47,68293,803,23900,1,1,hogar,0,139748,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00818,31854181,38,tucuman,37,empleado,29,213858,532,333134,0,1,lesiones,0,128709,0,0,0,1,1,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00012,40279846,45,neuquen,78,empleado,33,171200,743,383447,2,0,comercio,1,107925,0,0,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00294,46733255,29,santa fe,69,empleado,66,330324,879,516119,1,0,hogar,2,347979,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00494,37456086,58,santa fe,63,empleado,31,111026,848,154648,1,0,lesiones,0,51683,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00486,38925407,53,buenos aires,53,empleado,85,330710,544,7244,1,0,robo,1,94029,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00389,26466138,67,buenos aires,55,monotributista,6,151221,724,96017,1,0,hogar,0,159783,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00403,40353782,54,neuquen,33,empleado,41,195036,559,99911,1,1,lesiones,0,54407,0,0,0,0,0,0,0,0,0,7,3,0,0,0,bajo,0,train_balanced
CASE-00503,20988128,42,mendoza,19,desempleado,0,166063,613,43322,3,0,lesiones,0,454780,0,0,0,0,0,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00592,20446918,47,neuquen,45,empleado,14,288492,544,681465,1,1,lesiones,0,124844,1,0,0,0,0,0,0,0,0,11,4,2,0,0,bajo,0,train_balanced
CASE-00086,41861017,49,neuquen,69,empleado,30,212917,798,101245,3,0,comercio,1,247506,0,0,0,0,0,0,0,0,1,5,2,0,0,1,medio,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00684,30856061,46,tucuman,64,autonomo,29,342931,719,142320,2,0,hogar,1,59648,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00188,46926950,25,buenos aires,111,empleado,93,284905,761,873861,3,1,lesiones,0,120360,0,0,0,0,0,0,1,0,0,10,4,4,0,1,medio,0,train_balanced
CASE-00452,33408660,35,mendoza,140,empleado,38,252482,433,440005,0,0,auto,1,249095,0,0,0,1,0,0,0,0,0,7,3,0,0,0,bajo,0,train_balanced
CASE-00230,22997493,42,santa fe,43,autonomo,7,452165,527,522747,0,0,robo,1,231651,0,0,0,0,0,0,0,0,0,8,3,0,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00589,28305520,23,buenos aires,56,desempleado,12,68818,746,206670,1,0,auto,0,361493,0,0,0,0,0,0,1,0,0,2,1,3,0,1,medio,0,train_balanced
CASE-00414,41780054,43,salta,20,empleado,34,149607,636,116135,4,0,lesiones,2,125731,0,0,0,0,1,0,0,0,1,2,1,5,1,1,medio,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00534,20976273,23,salta,63,monotributista,34,221138,615,123194,2,0,auto,0,423036,0,0,0,1,0,0,0,0,0,2,1,3,0,0,bajo,0,train_balanced
CASE-00133,45732334,46,caba,46,empleado,55,192775,847,308613,1,0,hogar,2,70676,0,0,0,0,0,0,0,0,0,1,1,1,0,0,bajo,0,train_balanced
CASE-00119,27173877,36,salta,23,autonomo,49,262054,712,0,0,1,lesiones,1,64099,0,0,0,0,0,0,0,0,0,12,4,2,0,0,bajo,0,train_balanced
CASE-00288,45014059,39,salta,117,empleado,67,73366,602,77973,0,0,robo,2,269624,0,0,0,0,0,0,0,0,0,10,4,0,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00841,45891429,33,cordoba,65,empleado,48,198292,768,266826,1,2,auto,1,260930,0,0,0,0,0,1,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00587,41817653,50,buenos aires,153,empleado,49,203456,746,446271,0,0,comercio,0,302552,0,0,0,0,0,0,0,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00054,26516616,39,neuquen,74,empleado,29,370281,650,845337,0,2,auto,0,121049,0,0,0,0,0,0,1,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00853,33987222,31,neuquen,29,monotributista,20,149463,473,373369,2,0,comercio,1,181025,0,1,0,0,0,0,1,0,0,7,3,4,0,0,bajo,0,train_balanced
CASE-00505,28450292,33,salta,66,empleado,37,288280,547,425709,1,0,lesiones,1,71517,0,0,0,0,0,0,0,0,0,9,3,1,0,0,bajo,0,train_balanced
CASE-00576,20191933,26,cordoba,23,empleado,18,236435,551,562957,2,1,auto,1,170036,0,0,0,0,0,0,0,0,0,3,1,6,1,0,bajo,0,train_balanced
CASE-00836,41840566,40,buenos aires,32,monotributista,36,165243,743,194508,0,0,auto,0,39806,0,0,0,1,0,0,0,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00029,33427105,56,mendoza,54,autonomo,34,503046,583,105315,2,2,auto,1,164828,0,0,0,0,0,0,0,0,0,4,2,6,1,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00204,26488000,44,tucuman,21,empleado,119,189172,829,57017,2,0,lesiones,2,308960,0,0,0,0,0,0,0,0,1,7,3,0,0,1,medio,0,train_balanced
CASE-00713,26437169,40,cordoba,18,autonomo,75,317246,695,660741,0,1,robo,0,110980,0,0,0,0,1,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00274,30297650,34,salta,151,empleado,102,424376,435,274378,1,0,lesiones,0,266510,0,0,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00514,38042581,36,santa fe,46,autonomo,10,151723,638,263251,0,1,comercio,0,255532,0,0,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00584,27134670,36,tucuman,45,autonomo,14,210543,620,0,1,1,comercio,1,141085,0,0,0,0,0,0,0,0,0,6,2,5,1,0,bajo,0,train_balanced
CASE-00844,25965121,42,buenos aires,50,empleado,37,308082,797,447617,2,0,comercio,1,41569,0,0,0,0,0,0,0,0,0,12,4,0,0,0,bajo,0,train_balanced
CASE-00326,23981917,41,salta,29,monotributista,10,188044,508,140725,1,0,robo,0,147455,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00962,32849793,27,mendoza,36,desempleado,0,30694,626,65635,3,1,lesiones,0,188861,0,0,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00371,20472803,48,buenos aires,25,desempleado,5,78120,637,121831,2,0,hogar,0,621297,0,0,0,0,0,0,0,0,0,7,3,2,0,0,bajo,0,train_balanced
CASE-00897,21762023,71,buenos aires,106,empleado,25,275264,594,306556,2,0,auto,0,329105,0,0,0,0,0,0,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00959,45720653,40,mendoza,17,desempleado,0,90668,453,41305,0,1,comercio,1,203520,0,0,0,0,0,0,0,0,0,5,2,5,1,0,bajo,0,train_balanced
CASE-00972,23668124,23,caba,62,empleado,35,442813,551,345979,1,0,hogar,2,164603,0,0,0,0,1,0,0,0,0,4,2,4,0,0,bajo,0,train_balanced
CASE-00279,28324878,66,buenos aires,34,desempleado,12,84692,483,57119,2,0,lesiones,1,73340,0,0,0,0,0,1,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00101,31038932,32,neuquen,13,empleado,61,25000,520,3068,1,2,lesiones,1,150919,0,0,0,0,0,0,0,0,1,5,2,1,0,1,medio,0,train_balanced
CASE-00425,31857062,46,caba,11,monotributista,20,199694,660,171025,1,0,lesiones,1,205189,0,0,0,0,0,0,0,0,0,8,3,5,1,0,bajo,0,train_balanced
CASE-00612,44386796,40,caba,43,empleado,102,237317,695,515218,2,0,robo,3,224669,1,0,0,0,0,0,0,0,0,3,1,4,0,0,bajo,0,train_balanced
CASE-00213,29840119,27,mendoza,37,empleado,47,282907,708,0,0,0,comercio,0,192105,0,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00722,23673433,35,cordoba,28,empleado,74,274676,698,555565,1,1,robo,0,230931,1,0,0,0,0,0,0,0,0,5,2,2,0,0,bajo,0,train_balanced
CASE-00711,41082052,39,santa fe,47,empleado,49,205973,641,0,3,0,lesiones,1,159958,0,0,0,0,0,0,0,0,0,4,2,1,0,0,bajo,0,train_balanced
CASE-00082,36553464,45,cordoba,64,monotributista,19,173098,642,300739,3,1,robo,1,211919,0,0,0,0,0,0,0,0,0,6,2,3,0,0,bajo,0,train_balanced
CASE-00476,44616550,55,salta,47,desempleado,3,45276,635,96280,0,1,robo,1,99194,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00822,36931740,46,neuquen,46,empleado,28,329843,514,271581,1,2,robo,0,429970,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00727,45901382,23,caba,56,autonomo,20,197737,807,387659,3,0,robo,1,183287,0,0,0,1,0,0,0,0,0,9,3,3,0,0,bajo,0,train_balanced
CASE-00546,30302546,33,buenos aires,11,monotributista,35,190234,717,230394,1,0,robo,1,123215,0,0,0,0,0,0,0,0,0,6,2,0,0,0,bajo,0,train_balanced
CASE-00921,41183769,48,salta,4,desempleado,3,64076,559,75118,2,1,hogar,0,469739,0,0,0,1,0,0,0,0,0,2,1,3,0,1,medio,0,train_balanced
CASE-00821,26121995,53,cordoba,26,empleado,24,166360,797,688559,1,1,lesiones,0,360362,0,0,0,0,0,0,1,0,0,6,2,2,0,0,bajo,0,train_balanced
CASE-00570,39147447,21,santa fe,85,empleado,77,359258,771,534902,0,0,hogar,1,212714,1,0,0,0,0,0,0,0,0,9,3,5,1,0,bajo,0,train_balanced
CASE-00940,31914179,39,buenos aires,100,desempleado,5,54411,651,20314,3,1,comercio,2,220477,1,0,0,0,0,0,0,0,0,2,1,2,0,1,medio,0,train_balanced
CASE-00092,46584236,32,santa fe,54,empleado,37,230047,706,0,1,0,auto,0,36076,0,0,0,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00115,37683666,48,neuquen,46,monotributista,14,118043,800,81767,2,2,comercio,1,164353,0,0,0,0,0,0,0,0,0,9,3,0,0,0,bajo,0,train_balanced
CASE-00242,32054240,42,cordoba,55,empleado,88,264356,685,221091,0,1,comercio,0,277754,0,0,0,0,1,0,0,0,0,5,2,3,0,0,bajo,0,train_balanced
CASE-00883,26764489,42,salta,44,empleado,27,292591,631,448581,1,1,comercio,1,173936,0,0,0,0,0,0,0,0,0,2,1,0,0,0,bajo,0,train_balanced
CASE-00564,22276164,45,santa fe,41,empleado,45,220570,629,182508,4,0,comercio,0,84070,1,0,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00549,33520753,33,cordoba,36,monotributista,7,151727,734,112991,2,0,lesiones,0,166315,0,0,0,0,0,0,0,0,0,8,3,4,0,0,bajo,0,train_balanced
CASE-00695,45951078,51,neuquen,47,empleado,60,114135,620,0,1,0,robo,2,119628,0,0,0,0,1,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00016,43088542,38,cordoba,26,autonomo,45,259411,707,602376,0,0,hogar,1,266222,0,0,0,0,0,0,0,0,0,6,2,1,0,0,bajo,0,train_balanced
CASE-00519,22385987,25,mendoza,25,empleado,40,299840,740,638288,2,0,lesiones,2,270970,0,0,0,0,0,0,0,0,0,12,4,1,0,0,bajo,0,train_balanced
CASE-00161,34997400,20,santa fe,31,monotributista,18,232092,474,13628,0,0,robo,0,102028,0,0,0,0,0,0,0,0,0,4,2,2,0,0,bajo,0,train_balanced
CASE-00433,46940526,47,cordoba,31,empleado,27,195368,811,258287,2,0,robo,1,135708,1,0,0,0,0,1,0,0,0,4,2,5,1,0,bajo,0,train_balanced
CASE-00156,30948852,51,mendoza,64,empleado,7,139904,608,326156,2,0,auto,1,79426,0,0,0,0,0,0,0,0,0,12,4,6,1,0,bajo,0,train_balanced
CASE-00834,21238663,44,tucuman,49,desempleado,3,88162,677,270885,1,1,comercio,2,1081241,0,0,0,0,0,1,1,0,0,2,1,3,0,1,alto,1,train_balanced
CASE-00277,35090951,20,cordoba,66,desempleado,9,149281,618,147567,1,0,lesiones,1,147745,0,0,0,0,0,0,0,0,0,6,2,5,1,0,bajo,0,train_balanced
CASE-00671,26668470,39,salta,84,empleado,29,163194,644,294584,0,0,auto,0,89676,0,0,0,0,0,0,0,0,0,8,3,3,0,0,bajo,0,train_balanced
CASE-00183,36308429,40,salta,10,empleado,58,35996,716,36706,1,1,auto,2,278818,0,0,0,0,0,0,0,0,0,1,1,4,0,0,bajo,0,train_balanced
CASE-00171,28625146,41,buenos aires,17,autonomo,37,219077,719,125218,1,0,auto,1,142242,0,0,0,0,0,0,0,0,0,2,1,5,1,0,bajo,0,train_balanced
CASE-00746,27973088,39,neuquen,49,monotributista,9,223722,637,70161,0,2,comercio,0,250778,0,0,0,0,0,0,0,0,0,10,4,3,0,0,bajo,0,train_balanced
CASE-00899,28480707,18,mendoza,59,empleado,54,254987,735,369614,2,2,hogar,0,173886,0,0,0,0,0,0,0,0,0,8,3,6,1,0,bajo,0,train_balanced
CASE-00081,44920395,38,neuquen,32,empleado,87,166158,509,307715,1,2,comercio,1,317490,0,0,0,0,0,0,0,0,0,7,3,5,1,0,bajo,0,train_balanced
CASE-00994,26163962,23,salta,107,desempleado,5,141180,823,205265,3,0,lesiones,0,113794,0,0,0,0,0,0,0,0,0,1,1,0,0,0,bajo,0,train_balanced
CASE-00779,24666428,33,santa fe,79,desempleado,2,85723,480,168443,0,0,hogar,0,302059,0,0,0,0,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00502,45297965,38,mendoza,25,empleado,74,466756,692,1296554,2,1,lesiones,1,144058,0,0,0,0,0,0,0,0,0,1,1,3,0,0,bajo,0,train_balanced
CASE-00526,29950852,70,tucuman,94,desempleado,13,68649,573,178955,0,2,comercio,0,324271,0,0,0,0,0,0,1,0,0,4,2,3,0,1,alto,1,train_balanced
CASE-00239,24512121,58,santa fe,78,autonomo,62,100917,573,129415,1,1,hogar,0,212958,0,0,0,0,0,0,0,0,0,10,4,1,0,0,bajo,0,train_balanced
CASE-00736,28461909,50,cordoba,53,empleado,59,361313,607,294907,1,1,hogar,1,299703,0,1,0,0,0,0,0,0,0,4,2,0,0,0,bajo,0,train_balanced
CASE-00944,41182426,28,neuquen,59,empleado,73,194848,648,315800,2,1,comercio,1,284475,0,0,0,0,0,0,0,0,0,4,2,1,0,0,bajo,0,train_balanced
CASE-00099,33698156,38,cordoba,68,autonomo,16,313871,630,155350,1,1,comercio,1,102532,1,0,0,0,0,0,0,0,0,9,3,4,0,0,bajo,0,train_balanced
CASE-00078,29909551,35,caba,66,empleado,117,76981,698,136322,1,2,auto,0,96816,1,0,0,0,0,0,0,0,0,6,2,0,0,0,bajo,0,train_balanced
CASE-00229,32079806,37,tucuman,100,empleado,24,218760,641,283686,2,0,auto,3,131700,0,0,0,0,0,0,0,0,0,3,1,5,1,0,bajo,0,train_balanced
CASE-00568,44710622,48,santa fe,47,monotributista,45,129869,476,145756,0,1,auto,0,266998,0,0,0,0,0,0,0,0,0,10,4,2,0,0,bajo,0,train_balanced
CASE-00812,44596491,41,salta,62,autonomo,28,182888,543,95508,0,0,comercio,0,92851,0,0,0,0,0,0,0,0,0,11,4,0,0,0,bajo,0,train_balanced
CASE-00604,38785837,40,neuquen,12,autonomo,40,275055,681,252387,0,1,lesiones,1,220192,0,0,0,0,0,0,0,0,0,1,1,5,1,0,bajo,0,train_balanced
CASE-00334,25482571,33,santa fe,41,empleado,14,201055,787,17251,2,1,auto,2,371416,0,0,0,0,0,1,0,0,0,10,4,2,0,0,bajo,0,train_balanced
